epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,6151.94,0.83175,1.93306,1.61968,1.09159,0.63099,0.47077,0.50897,0.43692,0.62995,0.46918,0.4894,0.36941,0.61173,6.71896,1.28373,1.02133,5.79306e-05,5.79306e-05,5.79306e-05
129,6200.36,0.88318,1.96949,1.72664,1.10132,0.63183,0.4801,0.51445,0.43936,0.63052,0.47797,0.49439,0.37032,0.60014,6.46751,1.23027,1.00793,5.71584e-05,5.71584e-05,5.71584e-05
130,6247.35,0.86815,1.98241,1.70004,1.09638,0.68232,0.46471,0.52111,0.44776,0.68811,0.46224,0.5009,0.38128,0.57494,6.29013,1.19392,1.00009,5.63862e-05,5.63862e-05,5.63862e-05
131,6294.98,0.84964,1.94266,1.63849,1.09911,0.63676,0.47994,0.51799,0.44497,0.64316,0.47639,0.49869,0.3791,0.58568,6.38155,1.21907,1.0009,5.5614e-05,5.5614e-05,5.5614e-05
132,6342.85,0.82214,1.89197,1.60624,1.08639,0.66054,0.45729,0.51598,0.44284,0.6633,0.45705,0.49479,0.37297,0.58847,6.51317,1.26808,1.00643,5.48418e-05,5.48418e-05,5.48418e-05
133,6390.76,0.8563,1.94489,1.68633,1.08939,0.60999,0.47661,0.51398,0.4404,0.6091,0.47369,0.49165,0.37316,0.58291,6.46536,1.28563,0.99857,5.40696e-05,5.40696e-05,5.40696e-05
134,6437.65,0.84075,1.93288,1.6138,1.09302,0.60145,0.48541,0.51097,0.43919,0.60477,0.47746,0.4883,0.36968,0.58045,6.28016,1.26911,1.00023,5.32974e-05,5.32974e-05,5.32974e-05
135,6484.78,0.84653,1.95043,1.62403,1.08078,0.63787,0.46493,0.51171,0.43126,0.63352,0.45803,0.48531,0.3626,0.59651,6.25193,1.26205,1.01022,5.25252e-05,5.25252e-05,5.25252e-05
136,6533.94,0.85722,1.97361,1.66254,1.09388,0.62614,0.47601,0.51698,0.44166,0.63076,0.47523,0.49561,0.37171,0.59201,6.52593,1.25158,1.00548,5.1753e-05,5.1753e-05,5.1753e-05
137,6581.18,0.84127,1.9449,1.63557,1.08119,0.62917,0.4771,0.5211,0.44636,0.64577,0.46646,0.49956,0.37967,0.58685,6.22723,1.24103,1.01154,5.09808e-05,5.09808e-05,5.09808e-05
138,6627.78,0.80792,1.90387,1.58195,1.08783,0.63385,0.47282,0.51832,0.44637,0.65034,0.46547,0.49866,0.37552,0.5989,6.37617,1.24835,1.0114,5.02086e-05,5.02086e-05,5.02086e-05
139,6675.6,0.84508,1.97428,1.63401,1.09073,0.65819,0.45768,0.51437,0.44375,0.66283,0.45312,0.492,0.37307,0.5928,6.38192,1.26786,1.01035,4.94364e-05,4.94364e-05,4.94364e-05
140,6723.87,0.82735,1.95647,1.61243,1.08543,0.66408,0.44805,0.51159,0.43903,0.66686,0.44601,0.49141,0.36912,0.60121,6.21875,1.27971,1.01317,4.86642e-05,4.86642e-05,4.86642e-05
141,6769.62,0.8486,1.92978,1.64896,1.08284,0.67819,0.46605,0.52583,0.4518,0.678,0.46227,0.50028,0.3816,0.58129,6.20983,1.21493,1.00215,4.7892e-05,4.7892e-05,4.7892e-05
142,6815.85,0.79077,1.8939,1.51661,1.08186,0.68965,0.46181,0.526,0.45132,0.69187,0.45667,0.49962,0.38581,0.59634,6.45699,1.22484,1.00958,4.71198e-05,4.71198e-05,4.71198e-05
143,6863.03,0.83652,1.92405,1.61011,1.08816,0.62263,0.48073,0.52191,0.45006,0.68351,0.44788,0.49781,0.3841,0.58931,6.27082,1.2567,1.01528,4.63476e-05,4.63476e-05,4.63476e-05
144,6910.35,0.82326,1.95887,1.59812,1.07023,0.67256,0.47224,0.52359,0.4511,0.67356,0.46541,0.50011,0.38108,0.59111,6.61782,1.24786,1.01002,4.55754e-05,4.55754e-05,4.55754e-05
145,6956.23,0.84638,1.96201,1.61994,1.08558,0.65315,0.47706,0.52494,0.45638,0.66641,0.46685,0.50164,0.3848,0.57525,6.49382,1.25047,1.00674,4.48032e-05,4.48032e-05,4.48032e-05
146,7002.47,0.85006,1.99722,1.62243,1.08792,0.6709,0.47022,0.52497,0.45299,0.68648,0.46293,0.50134,0.38164,0.57859,6.39685,1.26354,0.99888,4.4031e-05,4.4031e-05,4.4031e-05
147,7050.57,0.82007,1.91666,1.5476,1.08296,0.67106,0.47073,0.52628,0.4532,0.67866,0.4696,0.50383,0.38197,0.57931,6.48767,1.19982,0.99569,4.32588e-05,4.32588e-05,4.32588e-05
148,7099.1,0.81557,1.9218,1.53107,1.08168,0.64686,0.47513,0.51956,0.44578,0.64397,0.47125,0.49673,0.36796,0.58333,6.26321,1.21834,1.00805,4.24866e-05,4.24866e-05,4.24866e-05
149,7145.74,0.84547,1.95637,1.58718,1.08533,0.65437,0.48117,0.52682,0.45301,0.65839,0.47445,0.50396,0.37781,0.5834,6.5171,1.20305,1.00084,4.17144e-05,4.17144e-05,4.17144e-05
150,7192.54,0.79041,1.87832,1.53864,1.0834,0.66343,0.47344,0.52993,0.45421,0.66252,0.47181,0.50478,0.38026,0.57105,6.24872,1.20482,0.99141,4.09422e-05,4.09422e-05,4.09422e-05
151,7240.45,0.8242,1.96137,1.55832,1.08048,0.66162,0.48689,0.53457,0.46217,0.66009,0.48351,0.51007,0.38742,0.55018,6.71356,1.16333,0.97703,4.017e-05,4.017e-05,4.017e-05
152,7288.28,0.79764,1.88993,1.52847,1.08156,0.66155,0.48641,0.54225,0.46971,0.67971,0.47065,0.51288,0.39286,0.56031,6.5559,1.15585,0.98993,3.93978e-05,3.93978e-05,3.93978e-05
153,7335.85,0.83118,1.92851,1.56256,1.08671,0.68568,0.46727,0.53648,0.4641,0.68443,0.46325,0.50946,0.38767,0.56066,6.41896,1.16808,0.98431,3.86256e-05,3.86256e-05,3.86256e-05
154,7382.4,0.83824,1.93835,1.60265,1.08441,0.64359,0.47842,0.53245,0.45874,0.63984,0.47297,0.50465,0.38458,0.56887,6.48421,1.22095,0.9906,3.78534e-05,3.78534e-05,3.78534e-05
155,7431.24,0.78769,1.8741,1.46968,1.08954,0.64349,0.47451,0.52354,0.45322,0.64378,0.4697,0.49793,0.38243,0.56828,6.49554,1.2462,0.99602,3.70812e-05,3.70812e-05,3.70812e-05
156,7477.61,0.79954,1.91852,1.52377,1.07253,0.62871,0.48287,0.52262,0.44965,0.66661,0.44653,0.49647,0.37943,0.57249,6.25565,1.25732,0.99434,3.6309e-05,3.6309e-05,3.6309e-05
157,7524.79,0.78842,1.89802,1.47668,1.08145,0.6638,0.46604,0.52439,0.45122,0.66001,0.45796,0.49686,0.37846,0.5812,6.43095,1.2669,0.99962,3.55368e-05,3.55368e-05,3.55368e-05
158,7572.63,0.78191,1.90146,1.48089,1.07447,0.68627,0.46546,0.53827,0.46145,0.68574,0.46101,0.50978,0.38619,0.56889,6.48989,1.22122,1.00028,3.47646e-05,3.47646e-05,3.47646e-05
159,7620.3,0.83709,1.97265,1.58201,1.07989,0.6954,0.47537,0.54582,0.47086,0.7006,0.46857,0.51765,0.39735,0.56968,6.62061,1.17036,0.99187,3.39924e-05,3.39924e-05,3.39924e-05
160,7667.45,0.83198,1.9438,1.63326,1.08469,0.67817,0.49015,0.54515,0.47034,0.68364,0.47605,0.5184,0.40088,0.55428,6.27497,1.16124,0.98794,3.32202e-05,3.32202e-05,3.32202e-05
161,7713.77,0.80733,1.93599,1.52982,1.06614,0.69926,0.4908,0.55021,0.46938,0.69242,0.48364,0.51842,0.39683,0.57025,6.6639,1.15057,0.9907,3.2448e-05,3.2448e-05,3.2448e-05
162,7761.52,0.8405,1.91438,1.60825,1.08721,0.65804,0.49365,0.54471,0.46553,0.6544,0.48596,0.51541,0.38994,0.56974,6.6197,1.15483,0.99427,3.16758e-05,3.16758e-05,3.16758e-05
163,7808.98,0.82207,1.94766,1.53956,1.08102,0.64928,0.47864,0.53831,0.46497,0.6624,0.46589,0.511,0.38552,0.55077,6.33615,1.1807,0.98708,3.09036e-05,3.09036e-05,3.09036e-05
164,7855.79,0.8202,1.89214,1.55822,1.07517,0.62231,0.49121,0.53423,0.4586,0.62556,0.48667,0.50799,0.38366,0.56917,6.36256,1.18092,0.99582,3.01314e-05,3.01314e-05,3.01314e-05
165,7902.61,0.84551,1.97272,1.59153,1.07387,0.63623,0.49585,0.5355,0.46082,0.63383,0.48936,0.51056,0.3903,0.56373,6.51208,1.16749,0.98974,2.93592e-05,2.93592e-05,2.93592e-05
166,7951.36,0.78352,1.90761,1.45175,1.06999,0.65404,0.47492,0.5342,0.45887,0.67021,0.46771,0.50852,0.38982,0.55073,6.44526,1.18172,0.98704,2.8587e-05,2.8587e-05,2.8587e-05
167,7998.84,0.8258,1.91248,1.55991,1.09374,0.67271,0.46313,0.53512,0.45863,0.66932,0.46007,0.50596,0.38834,0.55995,6.54015,1.19601,0.98705,2.78148e-05,2.78148e-05,2.78148e-05
168,8046.39,0.80615,1.91322,1.51056,1.08239,0.70697,0.45707,0.53539,0.46003,0.70536,0.45036,0.50838,0.3881,0.56969,6.42376,1.19466,0.99371,2.70426e-05,2.70426e-05,2.70426e-05
169,8095.12,0.81773,1.93043,1.53202,1.08012,0.68607,0.45764,0.53179,0.45813,0.68209,0.4556,0.50637,0.3871,0.56411,6.29297,1.19591,0.98834,2.62704e-05,2.62704e-05,2.62704e-05
170,8142.17,0.772,1.87745,1.45599,1.06413,0.66672,0.46208,0.5342,0.45715,0.66416,0.46046,0.50778,0.38625,0.56689,6.47278,1.20079,0.98846,2.54982e-05,2.54982e-05,2.54982e-05
171,8189.08,0.80237,1.89465,1.47996,1.07107,0.6816,0.4632,0.53117,0.45681,0.67796,0.45737,0.50417,0.38286,0.56419,6.55524,1.19848,0.98862,2.4726e-05,2.4726e-05,2.4726e-05
172,8237.35,0.77563,1.85718,1.455,1.07423,0.66652,0.46348,0.53186,0.4593,0.67739,0.45171,0.50553,0.38643,0.55587,6.42514,1.21224,0.99118,2.39538e-05,2.39538e-05,2.39538e-05
173,8285.23,0.77539,1.91614,1.44738,1.07609,0.70147,0.44598,0.53038,0.4555,0.69999,0.44247,0.50201,0.38304,0.56187,6.34271,1.24089,0.99388,2.31816e-05,2.31816e-05,2.31816e-05
174,8332.66,0.83635,1.95017,1.57788,1.07332,0.68732,0.45979,0.52671,0.45516,0.68611,0.45703,0.50364,0.38529,0.56013,6.43415,1.23083,0.98839,2.24094e-05,2.24094e-05,2.24094e-05
175,8379.94,0.78713,1.91227,1.46892,1.07449,0.66558,0.46685,0.52953,0.45907,0.67138,0.46022,0.50398,0.38484,0.55637,6.58003,1.23091,0.98808,2.16372e-05,2.16372e-05,2.16372e-05
176,8428.45,0.83124,1.9201,1.53546,1.08014,0.6732,0.4753,0.53492,0.46263,0.67034,0.47256,0.50912,0.38996,0.55523,6.49664,1.19372,0.98835,2.0865e-05,2.0865e-05,2.0865e-05
177,8475.07,0.77191,1.86735,1.48064,1.06546,0.6723,0.47704,0.54041,0.46571,0.6942,0.4636,0.51215,0.39369,0.55302,6.65597,1.18161,0.98478,2.00928e-05,2.00928e-05,2.00928e-05
178,8522.11,0.79347,1.93017,1.45884,1.06564,0.66376,0.47765,0.53671,0.46249,0.66241,0.47606,0.51037,0.39187,0.55572,6.41828,1.17474,0.98133,1.93206e-05,1.93206e-05,1.93206e-05
179,8569.96,0.81211,1.93099,1.52991,1.0861,0.63182,0.48602,0.53765,0.46271,0.69429,0.45593,0.51056,0.3916,0.5574,6.42093,1.17006,0.98101,1.85484e-05,1.85484e-05,1.85484e-05
180,8617.16,0.81467,1.90258,1.52806,1.07402,0.63999,0.49108,0.53946,0.46627,0.65294,0.47747,0.51254,0.39478,0.55231,6.50756,1.15706,0.97884,1.77762e-05,1.77762e-05,1.77762e-05
181,8663.48,0.82389,1.91329,1.57727,1.07148,0.68588,0.46049,0.53977,0.46488,0.6837,0.45595,0.51288,0.39277,0.56239,6.39707,1.15425,0.98505,1.7004e-05,1.7004e-05,1.7004e-05
182,8710.01,0.811,1.88717,1.52312,1.08193,0.6767,0.46201,0.54229,0.46535,0.67735,0.45687,0.51304,0.39234,0.56056,6.59236,1.16664,0.98438,1.62318e-05,1.62318e-05,1.62318e-05
183,8758.41,0.79675,1.90735,1.47272,1.06624,0.65305,0.48108,0.53869,0.46503,0.65006,0.47784,0.51268,0.39075,0.5553,6.72722,1.17462,0.97915,1.54596e-05,1.54596e-05,1.54596e-05
184,8805.5,0.78708,1.87131,1.46016,1.07293,0.68359,0.47374,0.54071,0.46541,0.68203,0.47082,0.51375,0.39116,0.56266,6.67811,1.17917,0.98554,1.46874e-05,1.46874e-05,1.46874e-05
185,8853.39,0.82294,1.93873,1.53095,1.07598,0.70926,0.46619,0.54059,0.46547,0.71322,0.46231,0.51486,0.39383,0.55959,6.5389,1.18444,0.98573,1.39152e-05,1.39152e-05,1.39152e-05
186,8901.95,0.78028,1.90017,1.44445,1.07313,0.71226,0.46721,0.54402,0.46852,0.7113,0.46489,0.51754,0.39689,0.55862,6.54824,1.17224,0.98534,1.3143e-05,1.3143e-05,1.3143e-05
187,8948.92,0.81392,1.9155,1.51176,1.06764,0.67897,0.48535,0.54625,0.46983,0.67689,0.47906,0.51747,0.39603,0.55721,6.53301,1.14946,0.98506,1.23708e-05,1.23708e-05,1.23708e-05
188,8996.72,0.78441,1.89889,1.45012,1.07742,0.69185,0.47609,0.54641,0.46882,0.68706,0.47269,0.51829,0.39367,0.55926,6.45584,1.15007,0.98383,1.15986e-05,1.15986e-05,1.15986e-05
189,9043.6,0.78198,1.87969,1.4603,1.06099,0.68401,0.477,0.54077,0.466,0.6803,0.47275,0.51452,0.39161,0.56528,6.52329,1.15962,0.98837,1.08264e-05,1.08264e-05,1.08264e-05
190,9091.51,0.81539,1.9226,1.54985,1.07441,0.69187,0.47437,0.54436,0.4698,0.69222,0.4707,0.51654,0.3954,0.5534,6.69757,1.14514,0.98062,1.00542e-05,1.00542e-05,1.00542e-05
