epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,674.987,1.06263,2.32638,3.92931,1.22928,0.37069,0.12702,0.11563,0.10185,0.36403,0.12648,0.11239,0.08468,0.65766,5.36071,3.32807,1.06203,0.000145961,0.000145961,0.000145961
15,722.285,1.06359,2.27361,3.78483,1.24073,0.28209,0.1458,0.13051,0.11508,0.27981,0.14431,0.12749,0.09969,0.71804,6.35209,3.27424,1.08883,0.000145189,0.000145189,0.000145189
16,770.485,1.07773,2.26791,3.72845,1.25487,0.29746,0.16908,0.14254,0.12594,0.29706,0.16799,0.13981,0.10666,0.68234,5.65779,3.19097,1.06484,0.000144417,0.000144417,0.000144417
17,818.691,1.08157,2.24774,3.59472,1.2522,0.28317,0.1973,0.16577,0.14622,0.28348,0.19577,0.16294,0.12449,0.69031,6.4098,3.08745,1.09455,0.000143645,0.000143645,0.000143645
18,865.906,1.06612,2.23022,3.54618,1.25789,0.35883,0.20098,0.17627,0.15221,0.34168,0.20125,0.17178,0.13072,0.68777,5.58325,2.95238,1.08759,0.000142873,0.000142873,0.000142873
19,914.412,1.08186,2.26201,3.4836,1.26446,0.34152,0.19927,0.17768,0.15489,0.33981,0.19668,0.17388,0.12939,0.71351,6.04327,2.98842,1.1057,0.0001421,0.0001421,0.0001421
20,962.993,1.0502,2.15651,3.3104,1.2761,0.26535,0.25206,0.20222,0.1755,0.26392,0.24795,0.19845,0.14862,0.69415,5.90658,2.73083,1.0892,0.000141328,0.000141328,0.000141328
21,1010.92,1.11125,2.26194,3.3815,1.26789,0.32425,0.23962,0.20786,0.18127,0.32305,0.23656,0.20501,0.15731,0.7194,6.46883,2.78052,1.0893,0.000140556,0.000140556,0.000140556
22,1060.59,1.11844,2.27838,3.28986,1.28214,0.29808,0.27085,0.21503,0.18447,0.30061,0.27022,0.21346,0.15626,0.66243,5.09585,2.67,1.05566,0.000139784,0.000139784,0.000139784
23,1109.1,1.09836,2.18052,3.28745,1.25551,0.33867,0.26238,0.23042,0.19992,0.33574,0.25631,0.22562,0.17306,0.65128,5.78248,2.60895,1.05262,0.000139012,0.000139012,0.000139012
24,1158.78,1.13551,2.24532,3.33015,1.27022,0.31985,0.26015,0.23878,0.20531,0.31658,0.2542,0.23184,0.17559,0.70014,6.48961,2.68659,1.05844,0.000138239,0.000138239,0.000138239
25,1208.66,1.10197,2.20977,3.19746,1.26753,0.29602,0.26637,0.24367,0.21425,0.29969,0.26262,0.23844,0.1773,0.71454,6.01882,2.61615,1.08096,0.000137467,0.000137467,0.000137467
26,1257.3,1.0507,2.16764,3.01673,1.26372,0.33287,0.29181,0.26573,0.2311,0.33266,0.28393,0.25909,0.19739,0.68324,5.61373,2.48496,1.07267,0.000136695,0.000136695,0.000136695
27,1304.75,1.05205,2.13926,3.02603,1.24266,0.32823,0.28277,0.26632,0.23386,0.32646,0.2795,0.26182,0.20105,0.72477,6.20598,2.55077,1.12436,0.000135923,0.000135923,0.000135923
28,1353.52,1.04724,2.16566,2.98204,1.23301,0.33265,0.29129,0.27728,0.24203,0.33025,0.28692,0.27068,0.2044,0.71338,5.93276,2.48102,1.113,0.000135151,0.000135151,0.000135151
29,1401.32,1.06213,2.17037,3.00697,1.23578,0.34844,0.30906,0.29123,0.25295,0.34894,0.30562,0.28338,0.21325,0.6979,6.18566,2.39466,1.0787,0.000134378,0.000134378,0.000134378
30,1449.68,1.03942,2.13494,2.97163,1.21197,0.36852,0.31731,0.29997,0.26361,0.36844,0.31494,0.29401,0.22345,0.67185,5.97283,2.43229,1.06885,0.000133606,0.000133606,0.000133606
31,1497.93,1.02656,2.14715,2.80197,1.22682,0.3642,0.3134,0.30327,0.26234,0.36806,0.30693,0.29619,0.21831,0.7091,6.84017,2.25581,1.09366,0.000132834,0.000132834,0.000132834
32,1546.03,1.04719,2.16614,2.83661,1.2226,0.371,0.33029,0.30879,0.26252,0.37499,0.32553,0.30302,0.22467,0.70301,6.3717,2.24449,1.07565,0.000132062,0.000132062,0.000132062
33,1593.4,1.02114,2.11334,2.78377,1.21599,0.39087,0.30905,0.29955,0.26234,0.39391,0.30881,0.29502,0.21948,0.67894,5.77648,2.31614,1.08107,0.00013129,0.00013129,0.00013129
34,1642.24,1.01543,2.09541,2.73948,1.22315,0.39897,0.33512,0.31936,0.26974,0.39695,0.33088,0.30921,0.22923,0.70809,6.61788,2.2069,1.07099,0.000130517,0.000130517,0.000130517
35,1689.85,1.02375,2.09801,2.71752,1.23758,0.4139,0.35285,0.33946,0.29025,0.41735,0.34905,0.33064,0.24949,0.66178,5.66667,2.06931,1.05219,0.000129745,0.000129745,0.000129745
36,1737.15,1.03425,2.17962,2.78138,1.20347,0.45754,0.34721,0.3503,0.30294,0.45835,0.34385,0.34183,0.25346,0.65781,5.70962,2.08994,1.05706,0.000128973,0.000128973,0.000128973
37,1785.71,0.99607,2.09113,2.59938,1.20516,0.45,0.35142,0.34673,0.30089,0.4497,0.34945,0.34224,0.25796,0.68706,6.25364,2.12407,1.08463,0.000128201,0.000128201,0.000128201
38,1835.05,0.99288,2.11038,2.56633,1.19827,0.44695,0.36604,0.3614,0.3134,0.4652,0.35965,0.35448,0.27079,0.66361,6.40399,1.99505,1.06235,0.000127429,0.000127429,0.000127429
39,1882.58,0.98545,2.14144,2.58142,1.20473,0.53445,0.34538,0.36311,0.31352,0.53394,0.34563,0.35705,0.26862,0.67115,6.26639,1.94147,1.06571,0.000126656,0.000126656,0.000126656
40,1931.7,1.04296,2.14138,2.68362,1.20316,0.51946,0.35857,0.3799,0.3245,0.51672,0.35603,0.37107,0.27402,0.65739,6.08659,1.94742,1.05595,0.000125884,0.000125884,0.000125884
41,1978.43,0.97738,2.06109,2.51486,1.19751,0.48642,0.37437,0.38354,0.3301,0.52506,0.35804,0.37284,0.28117,0.66236,6.53527,1.88722,1.06546,0.000125112,0.000125112,0.000125112
42,2025.54,0.98737,2.0842,2.48179,1.20177,0.4776,0.37165,0.37781,0.32346,0.48119,0.37163,0.36692,0.27636,0.67311,6.68721,1.90955,1.06278,0.00012434,0.00012434,0.00012434
43,2073.23,1.00722,2.13927,2.5251,1.18814,0.47041,0.39036,0.39302,0.33658,0.47037,0.3838,0.37991,0.28704,0.65622,6.09684,1.84667,1.05461,0.000123568,0.000123568,0.000123568
44,2121.02,0.97855,2.05423,2.42268,1.18576,0.4664,0.40394,0.39385,0.34323,0.46573,0.40372,0.38489,0.29253,0.63358,6.21884,1.79488,1.03768,0.000122795,0.000122795,0.000122795
45,2169.34,1.00035,2.11858,2.47548,1.19764,0.46567,0.40082,0.38989,0.34127,0.46571,0.40304,0.3822,0.29338,0.65104,6.43153,1.86619,1.03445,0.000122023,0.000122023,0.000122023
46,2217.86,0.95302,2.04949,2.36186,1.17024,0.48476,0.4002,0.3934,0.34223,0.48661,0.3979,0.38371,0.28753,0.63107,5.73394,1.77405,1.03959,0.000121251,0.000121251,0.000121251
47,2267.35,0.99746,2.1121,2.46907,1.19455,0.54101,0.3764,0.3917,0.33747,0.5419,0.3722,0.38269,0.29032,0.65228,6.31347,1.86183,1.05915,0.000120479,0.000120479,0.000120479
48,2314.84,1.02857,2.14179,2.53285,1.172,0.50804,0.39406,0.40533,0.34512,0.50603,0.38756,0.39116,0.294,0.65493,6.13038,1.83585,1.04557,0.000119707,0.000119707,0.000119707
49,2362.11,0.96153,2.08024,2.34965,1.17911,0.47779,0.40714,0.40856,0.34833,0.48423,0.40017,0.39679,0.29041,0.65339,6.44151,1.75434,1.05002,0.000118934,0.000118934,0.000118934
50,2411.44,0.91613,1.9956,2.23753,1.18949,0.50411,0.41691,0.41088,0.35057,0.50591,0.41022,0.39816,0.29705,0.65191,6.27749,1.71165,1.05262,0.000118162,0.000118162,0.000118162
51,2460.04,0.97636,2.09945,2.31462,1.17684,0.53134,0.41746,0.41616,0.35754,0.53398,0.41526,0.40497,0.30447,0.64525,6.40399,1.70656,1.04043,0.00011739,0.00011739,0.00011739
52,2508.2,0.92394,1.99434,2.19214,1.16792,0.52571,0.42209,0.42015,0.36243,0.52829,0.41526,0.40865,0.30218,0.6415,6.3527,1.6986,1.05095,0.000116618,0.000116618,0.000116618
53,2556.71,0.97858,2.11732,2.34197,1.15788,0.55058,0.41596,0.42094,0.36471,0.55027,0.40967,0.41103,0.31202,0.63804,6.13342,1.75923,1.04891,0.000115846,0.000115846,0.000115846
54,2605.27,0.95534,2.0695,2.25611,1.15842,0.54168,0.4079,0.42959,0.36445,0.54453,0.40316,0.41597,0.30477,0.6597,6.02718,1.69828,1.05594,0.000115073,0.000115073,0.000115073
55,2652.57,0.97165,2.10715,2.2824,1.15971,0.57919,0.41126,0.4312,0.37281,0.58359,0.40524,0.41988,0.30904,0.64505,6.56504,1.69383,1.05684,0.000114301,0.000114301,0.000114301
56,2701.05,0.97098,2.07822,2.26506,1.17025,0.58772,0.41296,0.43802,0.37593,0.60016,0.40847,0.42346,0.32496,0.66092,6.58084,1.64254,1.05719,0.000113529,0.000113529,0.000113529
57,2749,0.93803,2.08085,2.15214,1.15363,0.56142,0.40489,0.42961,0.3706,0.57601,0.39838,0.41782,0.31758,0.64093,5.94276,1.65789,1.0565,0.000112757,0.000112757,0.000112757
58,2797.27,0.90582,2.03271,2.11106,1.16804,0.55732,0.43066,0.43955,0.38082,0.55961,0.43152,0.42967,0.32425,0.66631,6.41278,1.65395,1.06835,0.000111985,0.000111985,0.000111985
59,2845.64,0.93358,2.05218,2.21665,1.16548,0.54496,0.41566,0.42853,0.3739,0.55333,0.40497,0.41891,0.31628,0.65129,6.59639,1.68282,1.05261,0.000111212,0.000111212,0.000111212
60,2894.05,0.90747,2.03192,2.11369,1.14778,0.56252,0.40425,0.4215,0.36978,0.56565,0.40241,0.41007,0.31156,0.65158,6.10186,1.68381,1.06392,0.00011044,0.00011044,0.00011044
61,2941.38,0.93013,2.03042,2.13801,1.16784,0.55594,0.40148,0.43,0.37281,0.55504,0.40035,0.41701,0.31975,0.66571,6.66278,1.61381,1.0528,0.000109668,0.000109668,0.000109668
62,2989.15,0.93937,2.02697,2.16557,1.15155,0.54043,0.43238,0.44212,0.38025,0.54408,0.42815,0.42808,0.31924,0.63275,5.93753,1.54083,1.05162,0.000108896,0.000108896,0.000108896
63,3037.6,0.91023,1.99864,2.07021,1.15446,0.55411,0.41822,0.44278,0.38587,0.55258,0.4078,0.42447,0.32269,0.64085,6.35995,1.62283,1.04417,0.000108124,0.000108124,0.000108124
64,3085.41,0.8957,1.992,2.04655,1.15025,0.54858,0.42824,0.44488,0.37684,0.5478,0.42239,0.42542,0.31624,0.64512,6.73185,1.57497,1.03915,0.000107351,0.000107351,0.000107351
65,3132.85,0.95778,2.08235,2.15104,1.14677,0.54847,0.42947,0.44695,0.38399,0.54872,0.42648,0.43665,0.3226,0.62238,6.31928,1.54985,1.03454,0.000106579,0.000106579,0.000106579
66,3179.76,0.94377,2.05294,2.1486,1.15354,0.51866,0.4326,0.45554,0.38819,0.51598,0.42346,0.43474,0.32542,0.65463,6.18635,1.57922,1.0479,0.000105807,0.000105807,0.000105807
67,3229.12,0.90242,2.00457,2.05156,1.13656,0.55334,0.45146,0.46839,0.40352,0.55532,0.44128,0.44749,0.3332,0.64129,6.45535,1.51947,1.04165,0.000105035,0.000105035,0.000105035
68,3276.31,0.92296,2.08727,2.07488,1.14031,0.57124,0.44624,0.46282,0.39842,0.57125,0.44151,0.44604,0.33669,0.63604,6.62973,1.50413,1.03759,0.000104263,0.000104263,0.000104263
69,3324.76,0.95026,2.06736,2.09926,1.14472,0.5564,0.44778,0.46519,0.39928,0.55102,0.43878,0.44529,0.33979,0.62184,6.13389,1.48696,1.03568,0.00010349,0.00010349,0.00010349
70,3373.75,0.89827,2.00035,1.96774,1.13718,0.57774,0.44364,0.46793,0.40561,0.57505,0.43619,0.44882,0.34003,0.60151,5.98656,1.51612,1.02718,0.000102718,0.000102718,0.000102718
71,3420.49,0.91809,2.04961,2.02942,1.14737,0.54106,0.45155,0.46619,0.4017,0.55108,0.43826,0.44813,0.33365,0.63883,6.67628,1.4854,1.04089,0.000101946,0.000101946,0.000101946
72,3467.27,0.88651,2.00997,1.9893,1.12138,0.54709,0.41655,0.45209,0.39066,0.55248,0.40766,0.43354,0.32501,0.64009,6.5882,1.55354,1.04054,0.000101174,0.000101174,0.000101174
73,3514.15,0.87967,1.99207,1.97266,1.12506,0.55631,0.43324,0.45771,0.39394,0.55879,0.42753,0.44264,0.33024,0.61635,5.92607,1.51412,1.03401,0.000100402,0.000100402,0.000100402
74,3561.12,0.87803,1.98458,1.92137,1.12391,0.53298,0.44779,0.46222,0.39596,0.53687,0.43197,0.44468,0.33238,0.6369,6.67072,1.54432,1.0345,9.96294e-05,9.96294e-05,9.96294e-05
75,3606.83,0.91008,2.02065,1.9678,1.13674,0.57663,0.43518,0.46558,0.40186,0.57294,0.42818,0.44913,0.33604,0.65013,6.27468,1.51676,1.04464,9.88572e-05,9.88572e-05,9.88572e-05
76,3653.11,0.87427,2.0047,1.91754,1.14478,0.58635,0.44038,0.46452,0.40286,0.58005,0.43451,0.44514,0.33889,0.65403,6.32477,1.55069,1.05468,9.8085e-05,9.8085e-05,9.8085e-05
77,3699.63,0.89333,1.99845,1.95216,1.14403,0.57512,0.45251,0.46518,0.40127,0.56782,0.4446,0.44446,0.33895,0.62304,6.50989,1.48037,1.04619,9.73128e-05,9.73128e-05,9.73128e-05
78,3748.82,0.87434,1.99661,1.88955,1.1133,0.55,0.4445,0.46741,0.40227,0.54667,0.43563,0.4467,0.34183,0.62338,5.96345,1.51617,1.03101,9.65406e-05,9.65406e-05,9.65406e-05
79,3796.01,0.86304,1.95263,1.85945,1.1202,0.59207,0.44258,0.47998,0.41408,0.58677,0.43607,0.45858,0.34578,0.6025,5.97822,1.42148,1.02462,9.57684e-05,9.57684e-05,9.57684e-05
80,3842.74,0.86998,1.96799,1.90945,1.11574,0.61047,0.41907,0.47617,0.40848,0.6209,0.41088,0.45478,0.33485,0.61882,6.3143,1.46937,1.03527,9.49962e-05,9.49962e-05,9.49962e-05
81,3889.51,0.89615,2.02284,1.94081,1.13396,0.5945,0.43803,0.47775,0.41194,0.6002,0.4298,0.45455,0.34254,0.63389,6.81919,1.47658,1.04184,9.4224e-05,9.4224e-05,9.4224e-05
82,3937.58,0.84775,1.99074,1.82048,1.12086,0.56702,0.453,0.47747,0.41079,0.56966,0.44838,0.45746,0.34709,0.61094,6.31432,1.39959,1.01825,9.34518e-05,9.34518e-05,9.34518e-05
83,3984.86,0.89369,2.01586,1.94788,1.1424,0.57415,0.45506,0.47231,0.40992,0.57561,0.45217,0.45496,0.3479,0.63098,6.33443,1.41718,1.03461,9.26796e-05,9.26796e-05,9.26796e-05
84,4031.77,0.83728,1.96279,1.79553,1.11861,0.59311,0.43694,0.47465,0.4109,0.59384,0.43206,0.45478,0.34088,0.62876,6.59092,1.44276,1.04259,9.19074e-05,9.19074e-05,9.19074e-05
85,4078.82,0.83265,1.92733,1.75358,1.10877,0.5842,0.43705,0.47266,0.40034,0.57901,0.42533,0.45111,0.33332,0.63876,6.56033,1.45504,1.03521,9.11352e-05,9.11352e-05,9.11352e-05
86,4125.25,0.89587,2.00694,1.89626,1.12565,0.63351,0.43498,0.49188,0.42179,0.62781,0.43607,0.4727,0.35091,0.60709,6.05308,1.35794,1.02223,9.0363e-05,9.0363e-05,9.0363e-05
87,4171.68,0.87322,1.98647,1.8699,1.11844,0.65705,0.44379,0.49521,0.42817,0.656,0.44362,0.4788,0.36458,0.59726,6.50602,1.32468,1.00298,8.95908e-05,8.95908e-05,8.95908e-05
88,4218.47,0.88946,2.00408,1.89131,1.11879,0.61892,0.45771,0.49187,0.42473,0.61642,0.4542,0.4752,0.35933,0.59367,6.80632,1.33466,1.00106,8.88186e-05,8.88186e-05,8.88186e-05
89,4264.95,0.86147,1.96423,1.81771,1.10524,0.61925,0.45541,0.49022,0.42304,0.61936,0.44614,0.47314,0.36455,0.5777,6.13825,1.35232,0.9957,8.80464e-05,8.80464e-05,8.80464e-05
90,4312.57,0.85938,1.99704,1.78642,1.11176,0.58256,0.45719,0.48558,0.4195,0.59026,0.44588,0.46843,0.35723,0.60071,6.30092,1.37054,1.00211,8.72742e-05,8.72742e-05,8.72742e-05
91,4359.5,0.83781,1.93998,1.78045,1.11374,0.59486,0.45264,0.48767,0.41626,0.59506,0.44519,0.4627,0.33883,0.6175,6.24974,1.39321,1.02312,8.6502e-05,8.6502e-05,8.6502e-05
92,4405.79,0.87295,1.95189,1.82609,1.12222,0.5833,0.44469,0.47844,0.41279,0.58345,0.43766,0.4591,0.34465,0.62928,6.57031,1.40979,1.02399,8.57298e-05,8.57298e-05,8.57298e-05
93,4452.05,0.87804,1.98683,1.83357,1.11318,0.56781,0.44863,0.48073,0.41301,0.5666,0.44249,0.46094,0.34026,0.62834,6.623,1.41177,1.02385,8.49576e-05,8.49576e-05,8.49576e-05
94,4498.8,0.86604,1.97783,1.78357,1.09942,0.59488,0.43638,0.48479,0.41419,0.59082,0.43076,0.46326,0.33772,0.61833,6.16841,1.34447,1.02306,8.41854e-05,8.41854e-05,8.41854e-05
95,4545.14,0.91113,2.01745,1.88485,1.12963,0.61848,0.44376,0.49169,0.42771,0.6183,0.44169,0.4744,0.35377,0.60864,6.46849,1.33409,1.01062,8.34132e-05,8.34132e-05,8.34132e-05
96,4591.9,0.82,1.91478,1.70676,1.1024,0.60503,0.45163,0.49446,0.42437,0.60832,0.44571,0.47451,0.35648,0.62453,6.65452,1.35061,1.02352,8.2641e-05,8.2641e-05,8.2641e-05
97,4637.96,0.84368,1.94279,1.74067,1.10829,0.59165,0.45392,0.49381,0.42645,0.59139,0.44681,0.46779,0.35296,0.61832,6.19579,1.35803,1.0208,8.18688e-05,8.18688e-05,8.18688e-05
98,4688.08,0.87307,1.97167,1.79336,1.11052,0.59611,0.45852,0.49399,0.42693,0.5934,0.45419,0.46995,0.3592,0.61508,6.38772,1.32514,1.0223,8.10966e-05,8.10966e-05,8.10966e-05
99,4741.32,0.82775,1.93466,1.7061,1.09732,0.64943,0.44135,0.50087,0.4382,0.649,0.44224,0.48344,0.37236,0.58946,6.31038,1.29722,1.00813,8.03244e-05,8.03244e-05,8.03244e-05
100,4798.3,0.82148,1.92955,1.67499,1.1058,0.61515,0.45147,0.50001,0.43415,0.64763,0.4391,0.47804,0.36692,0.59527,6.61574,1.31745,1.01007,7.95522e-05,7.95522e-05,7.95522e-05
101,4854.52,0.92882,2.03388,1.95131,1.12878,0.63697,0.46044,0.49834,0.43246,0.64636,0.45739,0.47859,0.36525,0.60263,6.64919,1.33206,1.01701,7.878e-05,7.878e-05,7.878e-05
102,4908.43,0.89075,2.02571,1.81041,1.11018,0.60964,0.46647,0.49937,0.42994,0.60605,0.46141,0.4797,0.36137,0.60639,5.97566,1.33329,1.02022,7.80078e-05,7.80078e-05,7.80078e-05
103,4955.45,0.87106,1.97492,1.77728,1.11473,0.60714,0.45935,0.49372,0.43201,0.60697,0.45995,0.47748,0.36454,0.5816,6.31134,1.35639,1.0062,7.72356e-05,7.72356e-05,7.72356e-05
104,5001.96,0.88457,1.99629,1.82012,1.10724,0.59915,0.46245,0.49416,0.43032,0.60512,0.45336,0.47764,0.36766,0.59756,6.69633,1.34313,1.00685,7.64634e-05,7.64634e-05,7.64634e-05
105,5049.91,0.85409,1.94374,1.73368,1.10825,0.61144,0.46944,0.50043,0.43717,0.61724,0.46341,0.48156,0.36966,0.57112,6.32424,1.2877,0.99651,7.56912e-05,7.56912e-05,7.56912e-05
106,5098.23,0.87981,1.9833,1.75649,1.10553,0.58295,0.47294,0.49528,0.42815,0.58481,0.46891,0.4745,0.36226,0.60337,6.8009,1.32231,1.00726,7.4919e-05,7.4919e-05,7.4919e-05
107,5145.18,0.84725,1.95152,1.73946,1.10556,0.6291,0.45774,0.49895,0.43503,0.62944,0.45668,0.48066,0.36417,0.59539,6.74859,1.33132,1.00852,7.41468e-05,7.41468e-05,7.41468e-05
108,5193.52,0.83477,1.93393,1.64646,1.09424,0.6069,0.48625,0.50503,0.43856,0.62287,0.47253,0.48591,0.36705,0.59761,6.77356,1.29096,1.01114,7.33746e-05,7.33746e-05,7.33746e-05
109,5241.84,0.80161,1.92586,1.64197,1.09345,0.62008,0.45794,0.50116,0.43271,0.62703,0.45148,0.48002,0.37275,0.59341,6.52409,1.30911,1.00463,7.26024e-05,7.26024e-05,7.26024e-05
110,5290.28,0.83704,1.96734,1.68906,1.09693,0.59771,0.4597,0.48948,0.42138,0.60983,0.44744,0.46949,0.36166,0.60514,6.39924,1.38475,1.01411,7.18302e-05,7.18302e-05,7.18302e-05
111,5337.19,0.82034,1.9032,1.63852,1.11121,0.61471,0.47141,0.50308,0.43278,0.61652,0.46377,0.48084,0.35768,0.59478,6.55866,1.33312,1.01457,7.1058e-05,7.1058e-05,7.1058e-05
112,5384.89,0.8289,1.9277,1.66784,1.09661,0.61302,0.47942,0.50608,0.43597,0.62053,0.46712,0.48188,0.3637,0.60337,6.46105,1.33718,1.00789,7.02858e-05,7.02858e-05,7.02858e-05
113,5432.88,0.87248,1.95685,1.74853,1.10293,0.61046,0.48326,0.51508,0.44734,0.65022,0.46031,0.49205,0.37866,0.58983,6.55424,1.32123,1.00774,6.95136e-05,6.95136e-05,6.95136e-05
114,5480.43,0.83494,1.92745,1.65191,1.09476,0.63595,0.4741,0.51315,0.44638,0.63903,0.47288,0.49228,0.3808,0.58501,6.67591,1.30288,1.00591,6.87414e-05,6.87414e-05,6.87414e-05
115,5528.86,0.8239,1.92154,1.64103,1.09939,0.59084,0.45628,0.49184,0.42465,0.58886,0.45355,0.4739,0.35923,0.59189,6.37932,1.37462,1.00591,6.79692e-05,6.79692e-05,6.79692e-05
116,5577.59,0.82641,1.96268,1.63537,1.09027,0.60015,0.47305,0.50259,0.43316,0.60043,0.47092,0.48147,0.36284,0.59722,6.5706,1.31084,1.00379,6.7197e-05,6.7197e-05,6.7197e-05
117,5625.54,0.83103,1.90923,1.64941,1.103,0.65179,0.45943,0.51539,0.4413,0.65624,0.45917,0.49164,0.37234,0.58959,6.39165,1.26105,1.01455,6.64248e-05,6.64248e-05,6.64248e-05
118,5673.39,0.84458,1.94142,1.69252,1.10034,0.59412,0.49498,0.51577,0.43975,0.59571,0.49151,0.49392,0.37199,0.60094,6.63533,1.24413,1.01357,6.56526e-05,6.56526e-05,6.56526e-05
119,5724.11,0.81072,1.93535,1.62442,1.08396,0.644,0.4558,0.50808,0.43613,0.64445,0.45422,0.48809,0.36271,0.58919,6.26698,1.27362,1.01308,6.48804e-05,6.48804e-05,6.48804e-05
120,5772.48,0.84883,1.97121,1.65612,1.10202,0.60449,0.47162,0.50308,0.43309,0.6046,0.46925,0.48074,0.36365,0.59416,6.33942,1.29822,1.00667,6.41082e-05,6.41082e-05,6.41082e-05
121,5819.16,0.83534,1.92059,1.65464,1.10684,0.61621,0.46268,0.50384,0.43357,0.61042,0.45922,0.47996,0.36677,0.58629,6.4156,1.32686,0.99657,6.3336e-05,6.3336e-05,6.3336e-05
122,5867.33,0.84332,1.96064,1.67754,1.08668,0.6197,0.47074,0.51263,0.44008,0.62051,0.46635,0.49059,0.37658,0.58484,6.19933,1.27686,1.00058,6.25638e-05,6.25638e-05,6.25638e-05
123,5914.56,0.85772,1.9691,1.66192,1.09565,0.6238,0.47899,0.51823,0.44231,0.61959,0.47547,0.49291,0.36866,0.58692,6.34364,1.26177,0.99992,6.17916e-05,6.17916e-05,6.17916e-05
124,5962.06,0.896,2.00816,1.78029,1.09947,0.60097,0.48325,0.51723,0.44196,0.6065,0.46953,0.49125,0.36998,0.59598,6.51737,1.29033,1.00702,6.10194e-05,6.10194e-05,6.10194e-05
125,6010.25,0.82685,1.88867,1.61292,1.09712,0.60112,0.47355,0.50262,0.4336,0.60595,0.4704,0.48303,0.36803,0.60761,6.58583,1.31833,1.02409,6.02472e-05,6.02472e-05,6.02472e-05
126,6057.36,0.81434,1.90636,1.61589,1.10281,0.61506,0.48306,0.51044,0.43695,0.6134,0.47531,0.48704,0.36646,0.61633,6.59709,1.32074,1.03646,5.9475e-05,5.9475e-05,5.9475e-05
127,6104.45,0.84422,1.95551,1.67635,1.09341,0.62438,0.48193,0.51314,0.44395,0.62394,0.47945,0.49242,0.37459,0.60183,6.48363,1.32249,1.02792,5.87028e-05,5.87028e-05,5.87028e-05
