epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,7836.18,0.99205,3.03287,1.96608,1.20541,0.51664,0.41916,0.41965,0.35804,0.44961,0.35426,0.33795,0.22055,0.61624,4.07877,1.5374,1.03084,5.87028e-05,5.87028e-05,5.87028e-05
128,7902.29,1.00165,3.03961,1.95207,1.22124,0.53414,0.40954,0.42133,0.36037,0.49434,0.37971,0.37266,0.25762,0.602,4.17134,1.54877,1.01997,5.79306e-05,5.79306e-05,5.79306e-05
129,7965.46,1.02655,3.07384,1.99869,1.2153,0.54648,0.41382,0.42693,0.36597,0.51695,0.37806,0.37806,0.2582,0.60368,3.97937,1.53041,1.02588,5.71584e-05,5.71584e-05,5.71584e-05
130,8033.36,1.04049,3.08018,2.045,1.22291,0.51225,0.42158,0.42263,0.35925,0.4526,0.36694,0.34053,0.21198,0.61714,3.91291,1.52462,1.03511,5.63862e-05,5.63862e-05,5.63862e-05
131,8096.31,0.97615,3.00289,1.91397,1.18948,0.51421,0.41205,0.42603,0.35913,0.47187,0.36874,0.35922,0.22687,0.6175,3.98515,1.55415,1.03536,5.5614e-05,5.5614e-05,5.5614e-05
132,8162.8,0.98746,3.06664,1.9554,1.21196,0.53959,0.40759,0.42268,0.36075,0.49411,0.3671,0.35785,0.24093,0.59876,3.97092,1.51399,1.02507,5.48418e-05,5.48418e-05,5.48418e-05
133,8227.19,1.02459,3.0454,1.98422,1.21305,0.52643,0.40753,0.4216,0.36224,0.50353,0.36121,0.3586,0.24075,0.60119,4.04226,1.53633,1.02201,5.40696e-05,5.40696e-05,5.40696e-05
134,8291.99,0.97036,3.00379,1.87869,1.18819,0.55111,0.4096,0.4329,0.3711,0.51508,0.3427,0.35345,0.23274,0.59987,4.00733,1.5172,1.01918,5.32974e-05,5.32974e-05,5.32974e-05
135,8353.9,0.99596,3.05469,1.91957,1.20431,0.5299,0.43301,0.43645,0.37484,0.47493,0.37684,0.3581,0.23931,0.59497,3.96978,1.49698,1.02249,5.25252e-05,5.25252e-05,5.25252e-05
136,8421.05,1.02961,3.10743,2.01157,1.22584,0.55862,0.41916,0.43451,0.37305,0.4953,0.35796,0.35319,0.23873,0.59885,4.03593,1.5204,1.01981,5.1753e-05,5.1753e-05,5.1753e-05
137,8484.44,1.01376,3.06649,1.96197,1.20024,0.5521,0.40837,0.4281,0.36683,0.49535,0.36306,0.35753,0.24759,0.6023,4.03655,1.51227,1.02277,5.09808e-05,5.09808e-05,5.09808e-05
138,8549.07,0.96265,3.02756,1.89624,1.20859,0.55369,0.40829,0.42672,0.3665,0.50778,0.37143,0.36819,0.25296,0.60943,4.10314,1.48658,1.02491,5.02086e-05,5.02086e-05,5.02086e-05
139,8613.97,0.99145,3.03036,1.94297,1.20913,0.57557,0.40626,0.43122,0.37061,0.53053,0.37352,0.37842,0.25107,0.59678,4.08217,1.48691,1.01672,4.94364e-05,4.94364e-05,4.94364e-05
140,8677.25,0.97353,3.03537,1.88772,1.20677,0.57127,0.4111,0.43437,0.37274,0.49747,0.3555,0.34786,0.22454,0.59664,4.06125,1.49221,1.01445,4.86642e-05,4.86642e-05,4.86642e-05
141,8741.9,0.9945,3.02567,1.94743,1.19449,0.54663,0.4158,0.42675,0.36733,0.52048,0.3605,0.35508,0.23809,0.59706,4.07859,1.52667,1.01452,4.7892e-05,4.7892e-05,4.7892e-05
142,8805.45,0.97287,3.03135,1.89279,1.21356,0.52946,0.41537,0.42316,0.36188,0.4737,0.36307,0.34429,0.22755,0.59165,3.9747,1.51191,1.01572,4.71198e-05,4.71198e-05,4.71198e-05
143,8869.05,0.98837,2.9991,1.8948,1.20118,0.57008,0.40427,0.43244,0.37124,0.49559,0.34903,0.34757,0.22683,0.59839,4.00143,1.47722,1.01586,4.63476e-05,4.63476e-05,4.63476e-05
144,8936.06,1.00733,3.05205,1.93552,1.20362,0.53755,0.42375,0.42584,0.36731,0.46416,0.36853,0.34532,0.23337,0.59946,4.0104,1.50219,1.0163,4.55754e-05,4.55754e-05,4.55754e-05
145,9000.88,1.0222,3.08618,1.96055,1.2203,0.52972,0.43152,0.42877,0.36912,0.44797,0.3746,0.34207,0.22623,0.59402,3.98577,1.50346,1.01779,4.48032e-05,4.48032e-05,4.48032e-05
146,9065.26,0.99833,3.03362,1.92056,1.19569,0.5544,0.42298,0.43422,0.37362,0.47992,0.36789,0.35266,0.23447,0.5965,4.03984,1.49521,1.01997,4.4031e-05,4.4031e-05,4.4031e-05
147,9130.93,0.96809,3.01776,1.84224,1.20161,0.55155,0.42096,0.43647,0.37339,0.488,0.36948,0.35837,0.23992,0.59512,4.08125,1.50285,1.02104,4.32588e-05,4.32588e-05,4.32588e-05
148,9194.68,0.94457,2.94838,1.82248,1.19551,0.5226,0.42148,0.42929,0.36941,0.51947,0.35992,0.36733,0.25375,0.59162,4.11519,1.52121,1.01308,4.24866e-05,4.24866e-05,4.24866e-05
149,9256.2,0.96522,3.00917,1.87167,1.18733,0.51877,0.42547,0.42355,0.36526,0.46713,0.38267,0.35717,0.24444,0.58865,4.02161,1.53876,1.01386,4.17144e-05,4.17144e-05,4.17144e-05
150,9322.41,0.93713,2.99023,1.83574,1.19555,0.54053,0.41164,0.42512,0.36833,0.49177,0.37878,0.36628,0.25342,0.59138,4.07022,1.55094,1.00555,4.09422e-05,4.09422e-05,4.09422e-05
