epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,2949.62,0.61015,1.63239,0.75467,0.98771,0.76914,0.53171,0.5851,0.51496,0.77935,0.52087,0.54871,0.42984,0.49974,6.89372,0.95821,0.95326,4.70029e-05,4.70029e-05,4.70029e-05
129,2971.63,0.61563,1.64422,0.76742,0.98855,0.79936,0.52263,0.59121,0.51945,0.79743,0.52019,0.55305,0.43431,0.50886,7.10102,0.94393,0.9612,4.59013e-05,4.59013e-05,4.59013e-05
130,2994.67,0.62673,1.62035,0.7792,0.98851,0.79335,0.52528,0.59566,0.51917,0.79271,0.52408,0.55554,0.43257,0.5045,6.99646,0.9175,0.95541,4.48079e-05,4.48079e-05,4.48079e-05
131,3016.98,0.61185,1.67817,0.75202,0.97859,0.77437,0.53023,0.59552,0.52045,0.77301,0.5285,0.55398,0.43316,0.49875,6.96057,0.96916,0.95045,4.37229e-05,4.37229e-05,4.37229e-05
132,3040.08,0.61345,1.63627,0.76484,0.98959,0.80332,0.52082,0.59569,0.51798,0.81698,0.51379,0.55252,0.43022,0.50338,6.95883,1.04257,0.94199,4.26465e-05,4.26465e-05,4.26465e-05
133,3062.7,0.63973,1.70598,0.79208,0.98739,0.80983,0.52756,0.59755,0.52186,0.80835,0.526,0.55532,0.43196,0.50826,6.65756,1.01879,0.94326,4.1579e-05,4.1579e-05,4.1579e-05
134,3085.36,0.59287,1.62298,0.72846,0.97362,0.79834,0.53726,0.60619,0.53068,0.80756,0.52996,0.55987,0.44138,0.5034,6.58713,0.92264,0.95169,4.05207e-05,4.05207e-05,4.05207e-05
135,3107.67,0.61531,1.62095,0.74101,0.98061,0.83777,0.5236,0.60063,0.52904,0.83629,0.52227,0.55827,0.44549,0.51045,6.72267,0.90153,0.95872,3.94718e-05,3.94718e-05,3.94718e-05
136,3130.3,0.62304,1.63656,0.77985,0.98654,0.78397,0.54754,0.60145,0.52789,0.78364,0.54175,0.55622,0.43729,0.51171,6.55372,0.91411,0.96215,3.84327e-05,3.84327e-05,3.84327e-05
137,3152.31,0.62325,1.6465,0.79191,0.9792,0.79979,0.52954,0.59723,0.51842,0.80269,0.52164,0.55228,0.43412,0.51017,6.65927,0.95968,0.95903,3.74035e-05,3.74035e-05,3.74035e-05
138,3175.53,0.60672,1.60798,0.76722,0.99136,0.76292,0.52111,0.57375,0.50126,0.76026,0.51792,0.54032,0.41418,0.5364,6.66589,1.07183,0.97052,3.63845e-05,3.63845e-05,3.63845e-05
139,3198.52,0.61497,1.65412,0.74097,0.98486,0.80284,0.50391,0.5762,0.50641,0.8023,0.50006,0.53634,0.42182,0.50121,6.78407,1.02447,0.94693,3.53759e-05,3.53759e-05,3.53759e-05
140,3221.04,0.61847,1.63628,0.76795,0.98939,0.80053,0.51652,0.5837,0.51467,0.79945,0.51329,0.54505,0.43211,0.49389,6.633,0.99746,0.94228,3.43781e-05,3.43781e-05,3.43781e-05
141,3243.44,0.61931,1.64532,0.77036,0.98368,0.81268,0.52499,0.58965,0.52054,0.81138,0.52027,0.55282,0.43941,0.4942,6.76971,0.95842,0.94538,3.33912e-05,3.33912e-05,3.33912e-05
142,3266.39,0.59575,1.61905,0.73728,0.98042,0.80406,0.5303,0.59314,0.52258,0.80108,0.52825,0.55385,0.44211,0.48356,6.67212,0.90728,0.94192,3.24156e-05,3.24156e-05,3.24156e-05
143,3289.01,0.61243,1.65327,0.75958,0.98376,0.84386,0.51872,0.60093,0.52813,0.84055,0.51788,0.56231,0.44681,0.48454,6.47465,0.89641,0.94672,3.14513e-05,3.14513e-05,3.14513e-05
144,3311.97,0.61643,1.60571,0.76452,0.98439,0.83082,0.52228,0.59968,0.52655,0.82886,0.52106,0.56068,0.44372,0.48757,6.67045,0.90982,0.94305,3.04988e-05,3.04988e-05,3.04988e-05
145,3333.79,0.6192,1.64026,0.75366,0.98461,0.81239,0.53174,0.60018,0.52857,0.81225,0.5304,0.56094,0.44133,0.49468,6.88519,0.90601,0.95136,2.95581e-05,2.95581e-05,2.95581e-05
146,3356.61,0.61282,1.68944,0.74551,0.97129,0.80177,0.52446,0.60107,0.52766,0.8019,0.52119,0.56119,0.43918,0.49261,6.72992,0.91668,0.95431,2.86296e-05,2.86296e-05,2.86296e-05
147,3379.42,0.5849,1.55312,0.70648,0.97902,0.81487,0.51056,0.59097,0.52206,0.81494,0.50887,0.55546,0.43377,0.49135,6.90276,0.92385,0.9499,2.77135e-05,2.77135e-05,2.77135e-05
148,3402.27,0.60692,1.59788,0.73226,0.98647,0.77829,0.52863,0.58901,0.51894,0.77784,0.52589,0.55295,0.4263,0.48826,7.01916,0.93348,0.94708,2.681e-05,2.681e-05,2.681e-05
149,3424.71,0.607,1.63672,0.72387,0.97988,0.82695,0.51858,0.59738,0.52763,0.82877,0.51713,0.55984,0.43336,0.47859,6.76752,0.89425,0.94822,2.59193e-05,2.59193e-05,2.59193e-05
150,3447.79,0.60358,1.58946,0.74152,0.99865,0.83978,0.51269,0.59323,0.52483,0.84707,0.50725,0.55817,0.43626,0.48485,7.05541,0.88896,0.94416,2.50416e-05,2.50416e-05,2.50416e-05
151,3469.38,0.61089,1.62736,0.7447,0.98861,0.81542,0.53241,0.59906,0.52702,0.81363,0.52877,0.55841,0.44052,0.48602,7.17085,0.88098,0.94316,2.41772e-05,2.41772e-05,2.41772e-05
152,3492.45,0.60256,1.6056,0.75156,0.97835,0.81666,0.5295,0.5952,0.52547,0.81322,0.52773,0.55632,0.43846,0.47862,6.90803,0.88892,0.93994,2.33263e-05,2.33263e-05,2.33263e-05
153,3514.57,0.62513,1.63019,0.78536,0.99031,0.8371,0.51755,0.59583,0.52533,0.83467,0.51548,0.55589,0.43806,0.49491,7.0274,0.89494,0.94752,2.2489e-05,2.2489e-05,2.2489e-05
154,3536.91,0.61383,1.6042,0.74609,0.9883,0.81603,0.52435,0.59871,0.52646,0.81358,0.52145,0.55547,0.43641,0.48443,6.9254,0.90901,0.94634,2.16657e-05,2.16657e-05,2.16657e-05
155,3560.32,0.58112,1.60555,0.7114,0.97621,0.81285,0.51819,0.58868,0.51927,0.81073,0.51397,0.54942,0.43225,0.48689,6.88858,0.93748,0.94377,2.08564e-05,2.08564e-05,2.08564e-05
156,3582.35,0.5944,1.65746,0.71699,0.97954,0.80051,0.53258,0.59807,0.52743,0.798,0.52761,0.55544,0.4389,0.48386,6.89746,0.91755,0.94476,2.00615e-05,2.00615e-05,2.00615e-05
157,3605.1,0.59278,1.61576,0.71814,0.98128,0.80841,0.53338,0.59681,0.52731,0.80442,0.52877,0.55633,0.44046,0.48913,6.9195,0.91332,0.95125,1.9281e-05,1.9281e-05,1.9281e-05
158,3628.21,0.58637,1.57817,0.71156,0.98111,0.79619,0.53359,0.59485,0.52443,0.79032,0.53053,0.55532,0.43566,0.49461,7.09461,0.9144,0.9497,1.85152e-05,1.85152e-05,1.85152e-05
159,3650.25,0.58681,1.65295,0.71925,0.97333,0.82152,0.52656,0.60119,0.53056,0.82185,0.52071,0.55925,0.44069,0.48385,6.84168,0.90514,0.9496,1.77642e-05,1.77642e-05,1.77642e-05
160,3672.56,0.62522,1.63824,0.78817,0.99196,0.81765,0.53123,0.60119,0.52941,0.81497,0.52869,0.55762,0.44555,0.49176,6.89563,0.90982,0.95591,1.70284e-05,1.70284e-05,1.70284e-05
161,3695.1,0.58426,1.60908,0.71723,0.97658,0.81372,0.5261,0.59563,0.52396,0.81202,0.52364,0.55401,0.43974,0.49925,6.94855,0.92408,0.95835,1.63077e-05,1.63077e-05,1.63077e-05
162,3718.05,0.61273,1.62378,0.73969,0.9865,0.82107,0.52887,0.59899,0.52324,0.81857,0.52596,0.55503,0.44159,0.49332,6.75887,0.89757,0.95823,1.56025e-05,1.56025e-05,1.56025e-05
163,3740.88,0.59213,1.55152,0.71131,0.98063,0.8078,0.52817,0.59034,0.51741,0.80545,0.52403,0.54772,0.43242,0.50009,6.80554,0.93166,0.96432,1.49128e-05,1.49128e-05,1.49128e-05
164,3763.31,0.60611,1.5946,0.71642,0.97595,0.80532,0.53261,0.59475,0.52249,0.80578,0.5279,0.55263,0.43482,0.50469,7.0198,0.90813,0.96404,1.4239e-05,1.4239e-05,1.4239e-05
165,3785.41,0.59925,1.61457,0.73085,0.97251,0.83334,0.52302,0.60013,0.52658,0.82978,0.51867,0.55617,0.43974,0.50716,7.20301,0.88821,0.96402,1.3581e-05,1.3581e-05,1.3581e-05
166,3807.31,0.58325,1.59347,0.69971,0.97869,0.81965,0.52872,0.60008,0.52811,0.81766,0.52598,0.5587,0.44252,0.49846,7.06259,0.89441,0.95768,1.29391e-05,1.29391e-05,1.29391e-05
167,3830.53,0.60834,1.64843,0.72559,0.98281,0.80554,0.52645,0.59596,0.5266,0.80307,0.52433,0.55516,0.44175,0.48741,6.79127,0.92102,0.9493,1.23135e-05,1.23135e-05,1.23135e-05
168,3853.36,0.5836,1.54236,0.71321,0.98142,0.78401,0.53226,0.59058,0.52318,0.78042,0.52858,0.55137,0.43908,0.49035,6.81596,0.92441,0.9494,1.17043e-05,1.17043e-05,1.17043e-05
169,3876.38,0.61318,1.63759,0.72566,0.98743,0.81387,0.5257,0.59524,0.52567,0.81157,0.52346,0.55474,0.44317,0.49344,6.87199,0.9131,0.95131,1.11116e-05,1.11116e-05,1.11116e-05
170,3899.68,0.59222,1.59736,0.70131,0.98594,0.81211,0.5244,0.59577,0.52513,0.8103,0.52321,0.55401,0.43931,0.49814,6.85762,0.92237,0.95439,1.05356e-05,1.05356e-05,1.05356e-05
171,3921.86,0.59241,1.59975,0.7156,0.97615,0.82411,0.52273,0.60073,0.52585,0.82162,0.5206,0.55699,0.43942,0.51077,7.02244,0.90631,0.96449,9.97648e-06,9.97648e-06,9.97648e-06
172,3945.05,0.57063,1.58755,0.69806,0.9727,0.79845,0.52829,0.59507,0.52221,0.7972,0.52683,0.55241,0.4351,0.50049,6.95873,0.92505,0.9586,9.43431e-06,9.43431e-06,9.43431e-06
173,3967.76,0.57845,1.60757,0.70704,0.9871,0.78427,0.53546,0.59201,0.52018,0.78244,0.53308,0.54978,0.43255,0.49943,6.84137,0.93822,0.95365,8.90926e-06,8.90926e-06,8.90926e-06
