epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,1147.09,0.69794,1.81307,1.07967,1.03841,0.74214,0.48033,0.5486,0.47359,0.7516,0.47334,0.51668,0.38787,0.54681,6.08137,1.20487,0.97845,0.000135071,0.000135071,0.000135071
50,1170.97,0.66997,1.80928,1.00273,1.03188,0.68021,0.50426,0.55412,0.48075,0.71087,0.47916,0.51809,0.4034,0.54535,6.17353,1.12526,0.97333,0.000134234,0.000134234,0.000134234
51,1192.76,0.6753,1.79436,1.00992,1.02762,0.76367,0.48112,0.55403,0.48262,0.77181,0.481,0.52237,0.40543,0.55441,6.58753,1.11951,0.98568,0.000133383,0.000133383,0.000133383
52,1216.39,0.66761,1.7988,0.98773,1.02308,0.68337,0.50989,0.55198,0.4775,0.73905,0.48295,0.51993,0.39527,0.54408,6.82312,1.15017,0.98086,0.000132518,0.000132518,0.000132518
53,1238.73,0.72238,1.86379,1.06038,1.03603,0.75468,0.48882,0.56142,0.48704,0.75335,0.48693,0.53046,0.42181,0.53065,6.11823,1.14153,0.97187,0.000131641,0.000131641,0.000131641
54,1261.66,0.67417,1.78691,0.98831,1.02411,0.7557,0.49953,0.56103,0.48711,0.75576,0.49906,0.53191,0.39421,0.52703,5.77783,1.08796,0.96891,0.00013075,0.00013075,0.00013075
55,1283.79,0.68239,1.79715,1.00826,1.0243,0.70522,0.50542,0.53874,0.47084,0.71243,0.49453,0.50856,0.39124,0.5415,6.38763,1.14427,0.96854,0.000129847,0.000129847,0.000129847
56,1306.54,0.67817,1.81073,0.9944,1.02582,0.70911,0.49354,0.54474,0.47354,0.71388,0.4843,0.51224,0.39324,0.52031,6.20202,1.20331,0.95429,0.00012893,0.00012893,0.00012893
57,1328.98,0.68351,1.80748,1.00042,1.02814,0.70793,0.48659,0.53232,0.46397,0.70407,0.48402,0.50447,0.39094,0.53169,6.56269,1.17469,0.95982,0.000128002,0.000128002,0.000128002
58,1352.64,0.67312,1.80097,0.96443,1.02559,0.70016,0.47808,0.53123,0.45566,0.69879,0.47352,0.50168,0.38556,0.5865,6.31084,1.24832,1.00707,0.000127061,0.000127061,0.000127061
59,1375.09,0.67033,1.80003,0.96572,1.02423,0.67255,0.48502,0.52502,0.45283,0.66364,0.4812,0.49502,0.37251,0.57578,6.72107,1.20988,0.99539,0.000126109,0.000126109,0.000126109
60,1398.59,0.66187,1.76573,0.93869,1.02236,0.70629,0.47138,0.5304,0.459,0.70241,0.46808,0.4994,0.38186,0.55407,5.96471,1.25182,0.97785,0.000125144,0.000125144,0.000125144
61,1421.99,0.68092,1.80697,0.96257,1.0333,0.68315,0.49613,0.54565,0.47294,0.68205,0.49355,0.5142,0.40206,0.54687,6.33162,1.14242,0.97883,0.000124169,0.000124169,0.000124169
62,1444.9,0.70011,1.82011,0.9959,1.02574,0.76172,0.5088,0.57875,0.50428,0.76095,0.50737,0.54006,0.41983,0.51808,6.14411,1.01182,0.96248,0.000123182,0.000123182,0.000123182
63,1468.02,0.67289,1.74058,0.94644,1.035,0.79279,0.50089,0.57593,0.50256,0.79299,0.49949,0.54368,0.41887,0.53051,6.94824,0.9699,0.95551,0.000122184,0.000122184,0.000122184
64,1490.36,0.66079,1.72464,0.93222,1.02272,0.78539,0.48895,0.56153,0.49096,0.78499,0.48456,0.5314,0.40704,0.5305,6.17318,1.0619,0.96631,0.000121176,0.000121176,0.000121176
65,1512.44,0.66968,1.76328,0.94247,1.00931,0.73155,0.48174,0.54319,0.47233,0.74619,0.47802,0.5185,0.39595,0.53145,6.63899,1.10036,0.97446,0.000120157,0.000120157,0.000120157
66,1535.63,0.66143,1.75263,0.93857,1.0121,0.75203,0.48755,0.5542,0.48435,0.75052,0.4839,0.52428,0.40729,0.51334,6.91084,1.07552,0.96237,0.000119127,0.000119127,0.000119127
67,1558.44,0.66207,1.73505,0.94021,1.02133,0.74799,0.49267,0.5654,0.4862,0.75126,0.4898,0.53299,0.40554,0.54266,6.70024,1.07261,0.97366,0.000118088,0.000118088,0.000118088
68,1580.7,0.66361,1.74268,0.93372,1.02047,0.75956,0.5115,0.57724,0.50388,0.75313,0.50317,0.53685,0.42495,0.51018,6.1777,1.05148,0.96525,0.000117039,0.000117039,0.000117039
69,1603.24,0.66223,1.7555,0.92385,1.01413,0.74531,0.51759,0.56513,0.48546,0.75838,0.50027,0.52471,0.40352,0.54312,6.81491,1.09998,0.98473,0.000115981,0.000115981,0.000115981
70,1625.74,0.6546,1.73396,0.90107,1.0093,0.75344,0.51884,0.56909,0.48402,0.77247,0.50476,0.53518,0.39822,0.59676,6.53285,1.10826,1.02774,0.000114914,0.000114914,0.000114914
71,1648.84,0.67815,1.76197,0.94132,1.02125,0.69513,0.5259,0.57189,0.49842,0.73996,0.49453,0.53524,0.41294,0.52026,6.36142,1.02687,0.97364,0.000113837,0.000113837,0.000113837
72,1671.59,0.67016,1.7857,0.93628,1.016,0.76428,0.51649,0.58462,0.50689,0.76362,0.51069,0.54293,0.41752,0.50482,6.45368,0.98935,0.94557,0.000112752,0.000112752,0.000112752
73,1693.54,0.64819,1.72551,0.88636,1.00994,0.79856,0.50723,0.58716,0.50607,0.79478,0.50383,0.54682,0.42478,0.52353,7.03476,1.04397,0.95016,0.000111659,0.000111659,0.000111659
74,1716.4,0.65758,1.73867,0.91289,1.01281,0.7696,0.51821,0.57801,0.5049,0.7809,0.50666,0.5429,0.41597,0.51374,6.55724,1.06012,0.94758,0.000110557,0.000110557,0.000110557
75,1739.04,0.6591,1.67481,0.89635,1.02246,0.79237,0.51262,0.57507,0.50166,0.79195,0.51165,0.54374,0.41534,0.5129,6.50067,0.95974,0.95163,0.000109448,0.000109448,0.000109448
76,1762.72,0.64218,1.71836,0.87779,1.01425,0.77587,0.52285,0.58473,0.50595,0.77003,0.51593,0.54833,0.42305,0.51778,6.31054,1.02533,0.96475,0.000108331,0.000108331,0.000108331
77,1786.21,0.6661,1.75002,0.92137,1.02306,0.7756,0.52542,0.57615,0.502,0.78053,0.51902,0.54171,0.42475,0.53819,6.71645,1.07362,0.97046,0.000107207,0.000107207,0.000107207
78,1808.37,0.65541,1.75336,0.8942,1.01164,0.74706,0.52362,0.57476,0.50407,0.74732,0.51684,0.54052,0.42312,0.53684,6.30211,0.99598,0.98055,0.000106075,0.000106075,0.000106075
79,1831.41,0.65277,1.73287,0.88946,1.00971,0.76616,0.50453,0.56704,0.49753,0.76651,0.50176,0.53778,0.41946,0.53669,6.6361,1.09462,0.99233,0.000104937,0.000104937,0.000104937
80,1853.89,0.65017,1.73626,0.88107,1.0044,0.75547,0.50443,0.56575,0.49396,0.75103,0.50081,0.5329,0.40404,0.51055,6.51856,1.06332,0.97564,0.000103793,0.000103793,0.000103793
81,1876.42,0.66064,1.70955,0.898,1.01532,0.76691,0.51866,0.57669,0.50099,0.76208,0.5118,0.53877,0.41112,0.51529,6.55847,0.9721,0.96863,0.000102642,0.000102642,0.000102642
82,1900.89,0.63181,1.66441,0.8601,1.01791,0.76259,0.49396,0.56122,0.48537,0.76405,0.49436,0.52814,0.41406,0.52139,6.55481,0.99777,0.97205,0.000101486,0.000101486,0.000101486
83,1924.7,0.66977,1.7467,0.91591,1.02169,0.7001,0.52022,0.54574,0.46655,0.70133,0.50709,0.51037,0.38451,0.54103,6.80309,1.04947,0.9649,0.000100324,0.000100324,0.000100324
84,1947.55,0.64635,1.75836,0.88455,1.00856,0.75062,0.52338,0.57252,0.49975,0.75072,0.52204,0.53953,0.41492,0.52531,6.25655,1.02111,0.97592,9.91563e-05,9.91563e-05,9.91563e-05
85,1969.85,0.62963,1.70175,0.83679,0.99792,0.76152,0.51876,0.57186,0.49738,0.78116,0.50692,0.53939,0.42355,0.54127,6.99117,1.0099,0.98671,9.79838e-05,9.79838e-05,9.79838e-05
86,1992.43,0.6505,1.66571,0.86517,1.00732,0.75204,0.52453,0.58781,0.50918,0.75211,0.50998,0.54402,0.41683,0.53016,6.73743,0.95586,0.9805,9.68067e-05,9.68067e-05,9.68067e-05
87,2015.02,0.65178,1.7467,0.88124,1.00655,0.8024,0.49321,0.5724,0.49897,0.79546,0.4869,0.53364,0.41598,0.5254,6.51105,1.04503,0.97569,9.5625e-05,9.5625e-05,9.5625e-05
88,2038.38,0.63806,1.72346,0.8419,0.99459,0.72036,0.51841,0.56465,0.49211,0.7366,0.50556,0.53107,0.40815,0.51667,6.43146,1.02772,0.97133,9.44392e-05,9.44392e-05,9.44392e-05
89,2061.19,0.63886,1.69538,0.84264,0.99733,0.73317,0.51165,0.56403,0.4965,0.73474,0.51029,0.53399,0.41737,0.52648,6.35958,1.02278,0.98579,9.32496e-05,9.32496e-05,9.32496e-05
90,2083.9,0.63668,1.71774,0.85435,1.00813,0.73586,0.51083,0.56101,0.4877,0.73479,0.50839,0.5332,0.40604,0.54255,6.68328,1.08033,0.99066,9.20564e-05,9.20564e-05,9.20564e-05
91,2106.95,0.6345,1.69717,0.83599,1.00686,0.76562,0.50666,0.5775,0.50519,0.75587,0.49672,0.53653,0.41334,0.51649,6.61187,1.05621,0.9616,9.08599e-05,9.08599e-05,9.08599e-05
92,2129.35,0.65348,1.70282,0.87217,0.99924,0.7883,0.51561,0.57835,0.50928,0.7844,0.51124,0.54147,0.43203,0.48663,6.14674,0.92831,0.9409,8.96604e-05,8.96604e-05,8.96604e-05
93,2151.69,0.63764,1.67597,0.8358,0.99843,0.80002,0.52368,0.58985,0.51372,0.79912,0.5173,0.54578,0.42652,0.52092,6.50486,0.91977,0.97133,8.84582e-05,8.84582e-05,8.84582e-05
94,2174.38,0.63815,1.7118,0.85384,0.99585,0.79674,0.52479,0.58987,0.51166,0.81058,0.50834,0.54595,0.42665,0.52135,6.77744,0.94859,0.97314,8.72537e-05,8.72537e-05,8.72537e-05
95,2196.94,0.65955,1.71596,0.86241,1.00446,0.75307,0.52875,0.58554,0.50912,0.81276,0.48839,0.54266,0.4195,0.50103,6.40548,0.92199,0.97125,8.6047e-05,8.6047e-05,8.6047e-05
96,2219.75,0.62178,1.65221,0.82899,0.99624,0.77979,0.51363,0.58353,0.50705,0.77598,0.50963,0.5437,0.42304,0.52349,6.90376,0.94494,0.97272,8.48386e-05,8.48386e-05,8.48386e-05
97,2241.83,0.633,1.66772,0.8104,1.00257,0.72799,0.52678,0.57746,0.50639,0.77334,0.49763,0.54065,0.42198,0.48895,6.54855,0.93417,0.95496,8.36287e-05,8.36287e-05,8.36287e-05
98,2263.94,0.64098,1.71804,0.84011,0.99743,0.74929,0.52672,0.58492,0.50819,0.75451,0.51861,0.54534,0.42486,0.50651,6.51183,0.95943,0.96441,8.24176e-05,8.24176e-05,8.24176e-05
99,2286.84,0.62048,1.67915,0.80878,0.99476,0.72224,0.52967,0.56864,0.48929,0.73854,0.51261,0.52792,0.40678,0.54116,6.5392,1.07525,0.98674,8.12055e-05,8.12055e-05,8.12055e-05
100,2310.62,0.62336,1.6455,0.81466,1.00798,0.74246,0.50593,0.56816,0.49522,0.74037,0.50384,0.52999,0.41682,0.51421,6.45677,1.02892,0.97241,7.99929e-05,7.99929e-05,7.99929e-05
101,2333.13,0.67061,1.73039,0.87921,1.00878,0.74329,0.52455,0.57407,0.49685,0.75123,0.5169,0.53493,0.412,0.52432,6.56544,0.97284,0.96769,7.878e-05,7.878e-05,7.878e-05
102,2356.35,0.62893,1.66346,0.81093,0.9967,0.76849,0.52867,0.58797,0.51272,0.75999,0.52086,0.54453,0.4265,0.49241,7.03813,0.92588,0.94289,7.75671e-05,7.75671e-05,7.75671e-05
103,2379.38,0.62959,1.66675,0.80557,0.99518,0.7551,0.52366,0.58194,0.50994,0.76618,0.51392,0.54558,0.42786,0.50969,7.00123,0.95648,0.95359,7.63545e-05,7.63545e-05,7.63545e-05
104,2401.56,0.62869,1.65715,0.80607,0.98713,0.75402,0.52495,0.58218,0.50799,0.75251,0.52371,0.54363,0.43207,0.50021,6.67379,0.96801,0.96071,7.51424e-05,7.51424e-05,7.51424e-05
105,2424.51,0.63048,1.69479,0.80546,0.99872,0.79503,0.5014,0.57477,0.50282,0.79441,0.50099,0.53873,0.4247,0.50784,6.76776,0.9769,0.96314,7.39313e-05,7.39313e-05,7.39313e-05
106,2446.45,0.64234,1.67531,0.812,0.99357,0.81157,0.518,0.59132,0.51731,0.80858,0.51481,0.55256,0.43645,0.50163,7.10538,0.86564,0.95775,7.27214e-05,7.27214e-05,7.27214e-05
107,2469.5,0.61918,1.66849,0.80982,0.99545,0.80984,0.51302,0.59156,0.51549,0.80823,0.50895,0.55089,0.43081,0.51995,7.26896,0.84502,0.96159,7.1513e-05,7.1513e-05,7.1513e-05
108,2491.94,0.62079,1.65498,0.79189,0.98963,0.78396,0.50971,0.58007,0.50098,0.78678,0.50616,0.54179,0.416,0.51394,6.68093,0.94399,0.96315,7.03063e-05,7.03063e-05,7.03063e-05
109,2515.05,0.6228,1.68174,0.79352,1.00229,0.81023,0.51662,0.58488,0.51014,0.80842,0.51362,0.55144,0.43792,0.51834,6.23817,0.95962,0.96579,6.91018e-05,6.91018e-05,6.91018e-05
110,2537.63,0.61173,1.6969,0.77395,0.98474,0.82128,0.50918,0.58535,0.509,0.80802,0.51226,0.55136,0.43327,0.52196,6.79695,0.95173,0.96136,6.78996e-05,6.78996e-05,6.78996e-05
111,2561.36,0.60379,1.60882,0.77521,0.99955,0.78739,0.50476,0.57312,0.5053,0.7873,0.50395,0.54209,0.41098,0.50462,6.58223,0.95054,0.94998,6.67001e-05,6.67001e-05,6.67001e-05
112,2584.75,0.6125,1.64156,0.78783,0.99539,0.77926,0.51587,0.57232,0.49851,0.77879,0.51034,0.53662,0.41317,0.52501,6.76518,0.96807,0.96352,6.55036e-05,6.55036e-05,6.55036e-05
113,2607.02,0.633,1.70346,0.79709,0.98525,0.76839,0.53206,0.58146,0.50883,0.77389,0.52371,0.54442,0.42507,0.5163,6.70384,0.963,0.95755,6.43104e-05,6.43104e-05,6.43104e-05
114,2630.38,0.61328,1.65241,0.76931,0.9878,0.79352,0.49876,0.56417,0.49062,0.793,0.49772,0.53037,0.41324,0.54886,6.72086,1.09284,0.98135,6.31208e-05,6.31208e-05,6.31208e-05
115,2653.57,0.60634,1.64751,0.76973,0.99267,0.80349,0.5018,0.5731,0.50256,0.80185,0.49795,0.53677,0.41937,0.51621,6.52631,1.03094,0.96225,6.1935e-05,6.1935e-05,6.1935e-05
116,2676.81,0.59981,1.64718,0.75822,0.98567,0.80008,0.50627,0.57385,0.49566,0.79736,0.50351,0.53729,0.40696,0.51862,6.81891,0.99696,0.95835,6.07533e-05,6.07533e-05,6.07533e-05
117,2700.1,0.62172,1.6653,0.77704,0.98926,0.77676,0.52742,0.57897,0.50489,0.77221,0.52232,0.54316,0.42151,0.49473,6.64735,0.93369,0.95672,5.95762e-05,5.95762e-05,5.95762e-05
118,2722.07,0.5973,1.62415,0.7421,0.97933,0.76975,0.52944,0.58462,0.51045,0.78308,0.5189,0.54519,0.42472,0.51244,6.64355,0.9491,0.95946,5.84037e-05,5.84037e-05,5.84037e-05
119,2744.73,0.62492,1.66893,0.77473,0.98906,0.78555,0.52265,0.5773,0.50435,0.7824,0.51845,0.53993,0.41852,0.51085,6.66749,0.96744,0.95614,5.72363e-05,5.72363e-05,5.72363e-05
120,2767.4,0.60334,1.62747,0.75275,0.98752,0.80681,0.5112,0.57262,0.49994,0.80294,0.50784,0.53548,0.41976,0.51699,6.75093,0.98077,0.96275,5.60742e-05,5.60742e-05,5.60742e-05
121,2790.65,0.60528,1.65262,0.7697,0.98891,0.77383,0.51665,0.57734,0.501,0.77105,0.51332,0.53613,0.42246,0.51509,6.62495,1.02858,0.95255,5.49177e-05,5.49177e-05,5.49177e-05
122,2813.35,0.62598,1.65197,0.76938,0.98795,0.77245,0.52182,0.58329,0.50941,0.77074,0.51878,0.54286,0.43054,0.50298,6.60259,1.01667,0.9429,5.37671e-05,5.37671e-05,5.37671e-05
123,2836.11,0.61687,1.63009,0.78209,0.99264,0.79142,0.52866,0.5923,0.51783,0.79386,0.52248,0.55178,0.43427,0.49144,6.58578,0.96189,0.93527,5.26227e-05,5.26227e-05,5.26227e-05
124,2857.48,0.62308,1.66291,0.77158,0.9845,0.78757,0.53979,0.60047,0.52585,0.78608,0.53699,0.5613,0.44199,0.49774,6.46201,0.93282,0.94357,5.14847e-05,5.14847e-05,5.14847e-05
125,2880.73,0.61081,1.64054,0.74504,0.98487,0.81968,0.51222,0.5904,0.51845,0.82332,0.50981,0.55418,0.43267,0.50938,6.87314,0.94262,0.95164,5.03534e-05,5.03534e-05,5.03534e-05
126,2903.8,0.60655,1.63867,0.76284,0.98867,0.77207,0.51878,0.5813,0.50887,0.77116,0.5107,0.5421,0.42334,0.50677,6.89385,0.98301,0.95604,4.92292e-05,4.92292e-05,4.92292e-05
127,2926.56,0.60824,1.63545,0.76539,0.98668,0.78636,0.51395,0.58457,0.51337,0.8066,0.50019,0.54826,0.43001,0.4972,6.8419,0.95804,0.95189,4.81122e-05,4.81122e-05,4.81122e-05
